publication_title,print_identifier,title_url,title_id,publisher_name,parent_publication_title_id
Proceedings of the 2nd International Workshop on Context-Oriented Programming,978-1-4503-0531-0,https://dl.acm.org/doi/book/10.1145/1930021,10.1145/1930021,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on CrossCloud Systems,978-1-4503-3233-0,https://dl.acm.org/doi/book/10.1145/2676662,10.1145/2676662,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Data Mining and Audience Intelligence for Advertising,978-1-60558-277-1,https://dl.acm.org/doi/book/10.1145/1517472,10.1145/1517472,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Defects in Large Software Systems: Held in conjunction with the ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA 2009),978-1-60558-654-0,https://dl.acm.org/doi/book/10.1145/1555860,10.1145/1555860,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Dependability Issues in Cloud Computing,978-1-4503-2248-5,https://dl.acm.org/doi/book/10.1145/2506155,10.1145/2506155,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Digital Libraries for Musicology,978-1-4503-3563-8,https://dl.acm.org/doi/book/10.1145/2785527,10.1145/2785527,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Distributed Fog Services Design,978-1-4503-7031-8,https://dl.acm.org/doi/book/10.1145/3366613,10.1145/3366613,Association for Computing Machinery,acmconferences
"Proceedings of the 2nd International Workshop on Edge Systems, Analytics and Networking",978-1-4503-6275-7,https://dl.acm.org/doi/book/10.1145/3301418,10.1145/3301418,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Embedded and Mobile Deep Learning,978-1-4503-5844-6,https://dl.acm.org/doi/book/10.1145/3212725,10.1145/3212725,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Emerging Trends in Software Engineering for Blockchain,,https://dl.acm.org/doi/book/10.5555/3355356,10.5555/3355356,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Emerging Trends in Software Metrics,978-1-4503-0593-8,https://dl.acm.org/doi/book/10.1145/1985374,10.1145/1985374,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Emotion Awareness in Software Engineering,978-1-5386-2793-8,https://dl.acm.org/doi/book/10.5555/3105556,10.5555/3105556,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Energy Efficient Supercomputing,978-1-4799-7036-0,https://dl.acm.org/doi/book/10.5555/2689710,10.5555/2689710,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Energy Neutral Sensing Systems,978-1-4503-3189-0,https://dl.acm.org/doi/book/10.1145/2675683,10.1145/2675683,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Energy-Aware Simulation,978-1-4503-4419-7,https://dl.acm.org/doi/book/10.1145/2939948,10.1145/2939948,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Environmental Multimedia Retrieval,978-1-4503-3558-4,https://dl.acm.org/doi/book/10.1145/2764873,10.1145/2764873,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Establishing a Community-Wide Infrastructure for Architecture-Based Software Engineering,,https://dl.acm.org/doi/book/10.5555/3338783,10.5555/3338783,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Feature-Oriented Software Development,978-1-4503-0208-1,https://dl.acm.org/doi/book/10.1145/1868688,10.1145/1868688,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Gender Equality in Software Engineering,,https://dl.acm.org/doi/book/10.5555/3339005,10.5555/3339005,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Green and Sustainable Software,978-1-4673-6267-2,https://dl.acm.org/doi/book/10.5555/2662693,10.5555/2662693,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Hardware and Architectural Support for Security and Privacy,978-1-4503-2118-1,https://dl.acm.org/doi/book/10.1145/2487726,10.1145/2487726,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Hardware-Software Co-Design for High Performance Computing,978-1-4503-3992-6,https://dl.acm.org/doi/book/10.1145/2834899,10.1145/2834899,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Historical Document Imaging and Processing,978-1-4503-2115-0,https://dl.acm.org/doi/book/10.1145/2501115,10.1145/2501115,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Hot Topics in Cloud service Scalability,978-1-4503-3059-6,https://dl.acm.org/doi/book/10.1145/2649563,10.1145/2649563,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Hot Topics in Software Upgrades,978-1-60558-723-3,https://dl.acm.org/doi/book/10.1145/1656437,10.1145/1656437,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Hot Topics in Wireless,978-1-4503-3699-4,https://dl.acm.org/doi/book/10.1145/2799650,10.1145/2799650,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Human Factors in Hypertext,978-1-4503-6899-5,https://dl.acm.org/doi/book/10.1145/3345509,10.1145/3345509,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Information Heterogeneity and Fusion in Recommender Systems,978-1-4503-1027-7,https://dl.acm.org/doi/book/10.1145/2039320,10.1145/2039320,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Intelligent Exploration of Semantic Data,978-1-4503-2006-1,https://dl.acm.org/doi/book/10.1145/2462197,10.1145/2462197,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Keyword Search on Structured Data,978-1-4503-0187-9,https://dl.acm.org/doi/book/10.1145/1868366,10.1145/1868366,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Location and the Web,978-1-60558-457-7,https://dl.acm.org/doi/book/10.1145/1507136,10.1145/1507136,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Metamorphic Testing,978-1-5386-0424-3,https://dl.acm.org/doi/book/10.5555/3103620,10.5555/3103620,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Middleware for Pervasive Mobile and Embedded Computing,978-1-4503-0451-1,https://dl.acm.org/doi/book/10.1145/1890791,10.1145/1890791,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Mobile Development Lifecycle,978-1-4503-2190-7,https://dl.acm.org/doi/book/10.1145/2688412,10.1145/2688412,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Model Comparison in Practice,978-1-4503-0668-3,https://dl.acm.org/doi/book/10.1145/2000410,10.1145/2000410,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Movement and Computing,978-1-4503-3457-0,https://dl.acm.org/doi/book/10.1145/2790994,10.1145/2790994,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Multimedia Alternate Realities,978-1-4503-5507-0,https://dl.acm.org/doi/book/10.1145/3132361,10.1145/3132361,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Multimedia Assisted Dietary Management,978-1-4503-4520-0,https://dl.acm.org/doi/book/10.1145/2986035,10.1145/2986035,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Multimedia Forensics and Security,978-1-4503-5034-1,https://dl.acm.org/doi/book/10.1145/3078897,10.1145/3078897,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Multimedia Privacy and Security,978-1-4503-5988-7,https://dl.acm.org/doi/book/10.1145/3267357,10.1145/3267357,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Multimedia for Personal Health and Health Care,978-1-4503-5504-9,https://dl.acm.org/doi/book/10.1145/3132635,10.1145/3132635,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Network Data Analytics,978-1-4503-4990-1,https://dl.acm.org/doi/book/10.1145/3068943,10.1145/3068943,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Network on Chip Architectures,978-1-60558-774-5,https://dl.acm.org/doi/book/10.1145/1645213,10.1145/1645213,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Open Data,978-1-4503-2020-7,https://dl.acm.org/doi/book/10.1145/2500410,10.1145/2500410,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Pattern-Driven Engineering of Interactive Computing Systems,978-1-4503-0856-4,https://dl.acm.org/doi/book/10.1145/2018431,10.1145/2018431,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Practical Reproducible Evaluation of Computer Systems,978-1-4503-6756-1,https://dl.acm.org/doi/book/10.1145/3322790,10.1145/3322790,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Principles of Engineering Service-Oriented Systems,978-1-60558-963-3,https://dl.acm.org/doi/book/10.1145/1808885,10.1145/1808885,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Procedural Content Generation in Games,978-1-4503-0872-4,https://dl.acm.org/doi/book/10.1145/2000919,10.1145/2000919,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Product Line Approaches in Software Engineering,978-1-4503-0584-6,https://dl.acm.org/doi/book/10.1145/1985484,10.1145/1985484,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Quality-Aware DevOps,978-1-4503-4411-1,https://dl.acm.org/doi/book/10.1145/2945408,10.1145/2945408,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Real World Domain Specific Languages,978-1-4503-4845-4,https://dl.acm.org/doi/book/10.1145/3039895,10.1145/3039895,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Recommendation Systems for Software Engineering,978-1-60558-974-9,https://dl.acm.org/doi/book/10.1145/1808920,10.1145/1808920,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Refactoring,978-1-4503-5974-0,https://dl.acm.org/doi/book/10.1145/3242163,10.1145/3242163,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Robotics Software Engineering,,https://dl.acm.org/doi/book/10.5555/3340889,10.5555/3340889,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Runtime and Operating Systems for Supercomputers,978-1-4503-1460-2,https://dl.acm.org/doi/book/10.1145/2318916,10.1145/2318916,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Science of Smart City Operations and Platforms Engineering,978-1-4503-4989-5,https://dl.acm.org/doi/book/10.1145/3063386,10.1145/3063386,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Semantic Search over the Web,978-1-4503-2301-7,https://dl.acm.org/doi/book/10.1145/2494068,10.1145/2494068,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Serverless Computing,978-1-4503-5434-9,https://dl.acm.org/doi/book/10.1145/3154847,10.1145/3154847,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Smart,978-1-4503-4667-2,https://dl.acm.org/doi/book/10.1145/3009912,10.1145/3009912,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Social Sensing,978-1-4503-4977-2,https://dl.acm.org/doi/book/10.1145/3055601,10.1145/3055601,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Software Analytics,978-1-4503-4395-4,https://dl.acm.org/doi/book/10.1145/2989238,10.1145/2989238,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Software Development Lifecycle for Mobile,978-1-4503-3225-5,https://dl.acm.org/doi/book/10.1145/2661694,10.1145/2661694,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Software Engineering Education for Millennials,978-1-4503-5750-0,https://dl.acm.org/doi/book/10.1145/3194779,10.1145/3194779,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Software Engineering for Cloud Computing,978-1-4503-0582-2,https://dl.acm.org/doi/book/10.1145/1985500,10.1145/1985500,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Software Engineering for Parallel Systems,978-1-4503-3910-0,https://dl.acm.org/doi/book/10.1145/2837476,10.1145/2837476,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Software Engineering for Resilient Systems,978-1-4503-0289-0,https://dl.acm.org/doi/book/10.1145/2401736,10.1145/2401736,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International Workshop on Software Engineering for Smart Cyber-Physical Systems,978-1-4503-4171-4,https://dl.acm.org/doi/book/10.1145/2897035,10.1145/2897035,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Software Health,,https://dl.acm.org/doi/book/10.5555/3355301,10.5555/3355301,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Software configuration management,978-0-89791-334-8,https://dl.acm.org/doi/book/10.1145/72910,10.1145/72910,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Software-Defined Ecosystems,978-1-4503-3568-3,https://dl.acm.org/doi/book/10.1145/2756594,10.1145/2756594,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Systems and Networking Support for Health Care and Assisted Living Environments,978-1-60558-199-6,https://dl.acm.org/doi/book/10.1145/1515747,10.1145/1515747,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on User Interface Test Automation,978-1-4503-4412-8,https://dl.acm.org/doi/book/10.1145/2945404,10.1145/2945404,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Variability and Complexity in Software Design,978-1-5386-2803-4,https://dl.acm.org/doi/book/10.5555/3106050,10.5555/3106050,IEEE Press,acmconferences
Proceedings of the 2nd International Workshop on Visible Light Communications Systems,978-1-4503-3702-1,https://dl.acm.org/doi/book/10.1145/2801073,10.1145/2801073,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Web 2.0 for Software Engineering,978-1-4503-0595-2,https://dl.acm.org/doi/book/10.1145/1984701,10.1145/1984701,Association for Computing Machinery,acmconferences
Proceedings of the 2nd International Workshop on Web as Corpus,,https://dl.acm.org/doi/book/10.5555/1628297,10.5555/1628297,Association for Computational Linguistics,dlproceedings
Proceedings of the 2nd International Workshop on the Quality of Service-Oriented Software Systems,978-1-4503-0239-5,https://dl.acm.org/doi/book/10.1145/1858263,10.1145/1858263,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd International workshop on Software Engineering for High Performance Computing in Computational Science and Engineering,978-1-4799-7035-3,https://dl.acm.org/doi/book/10.5555/2691153,10.5555/2691153,IEEE Press,acmconferences
Proceedings of the 2nd Joint International Workshop on Graph Data Management Experiences & Systems (GRADES) and Network Data Analytics (NDA),978-1-4503-6789-9,https://dl.acm.org/doi/book/10.1145/3327964,10.1145/3327964,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Joint International Workshop on Parallel Data Storage & Data Intensive Scalable Computing Systems,978-1-4503-5134-8,https://dl.acm.org/doi/book/10.1145/3149393,10.1145/3149393,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Joint WICOW/AIRWeb Workshop on Web Quality,978-1-4503-1237-0,https://dl.acm.org/doi/book/10.1145/2184305,10.1145/2184305,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd KDD Workshop on Large-Scale Recommender Systems and the Netflix Prize Competition,978-1-60558-265-8,https://dl.acm.org/doi/book/10.1145/1722149,10.1145/1722149,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Media Architecture Biennale Conference: World Cities,978-1-4503-3302-3,https://dl.acm.org/doi/book/10.1145/2682884,10.1145/2682884,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Mediterranean Conference on Pattern Recognition and Artificial Intelligence,978-1-4503-5290-1,https://dl.acm.org/doi/book/10.1145/3177148,10.1145/3177148,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd PhD workshop on Information and knowledge management,978-1-60558-257-3,https://dl.acm.org/doi/book/10.1145/1458550,10.1145/1458550,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Reversing and Offensive-oriented Trends Symposium,978-1-4503-6171-2,https://dl.acm.org/doi/book/10.1145/3289595,10.1145/3289595,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd SIGMOD PhD workshop on Innovative database research,978-1-60558-211-5,https://dl.acm.org/doi/book/10.1145/1410308,10.1145/1410308,Association for Computing Machinery,acmconferences
Proceedings of the 2nd SIGSPATIAL ACM GIS 2009 International Workshop on Security and Privacy in GIS and LBS,978-1-60558-853-7,https://dl.acm.org/doi/book/10.1145/1667502,10.1145/1667502,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Symposium on Software Engineering in Africa,,https://dl.acm.org/doi/book/10.5555/3353981,10.5555/3353981,IEEE Press,acmconferences
Proceedings of the 2nd Temporal Web Analytics Workshop,978-1-4503-1188-5,https://dl.acm.org/doi/book/10.1145/2169095,10.1145/2169095,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Advancements in Social Signal Processing for Multimodal Interaction,978-1-4503-4557-6,https://dl.acm.org/doi/book/10.1145/3005467,10.1145/3005467,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Architectures and Systems for Big Data,978-1-4503-1444-2,https://dl.acm.org/doi/book/10.1145/2379436,10.1145/2379436,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on AutotuniNg and aDaptivity AppRoaches for Energy efficient HPC Systems,978-1-4503-6591-8,https://dl.acm.org/doi/book/10.1145/3295816,10.1145/3295816,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Benchmarking Cyber-Physical Systems and Internet of Things,978-1-4503-6693-9,https://dl.acm.org/doi/book/10.1145/3312480,10.1145/3312480,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Blockchain-enabled Networked Sensor,978-1-4503-7012-7,https://dl.acm.org/doi/book/10.1145/3362744,10.1145/3362744,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Building and Using Comparable Corpora: from Parallel to Non-parallel Corpora,978-1-932432-53-4,https://dl.acm.org/doi/book/10.5555/1690339,10.5555/1690339,Association for Computational Linguistics,dlproceedings
"Proceedings of the 2nd Workshop on Child, Computer and Interaction",978-1-60558-690-8,https://dl.acm.org/doi/book/10.1145/1640377,10.1145/1640377,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Cloud-Assisted Networking,978-1-4503-5423-3,https://dl.acm.org/doi/book/10.1145/3155921,10.1145/3155921,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Cognitive Modeling and Computational Linguistics,978-1-932432-95-4,https://dl.acm.org/doi/book/10.5555/2021096,10.5555/2021096,Association for Computational Linguistics,dlproceedings
Proceedings of the 2nd Workshop on Computational Approaches to Subjectivity and Sentiment Analysis,978-1-937284-06-0,https://dl.acm.org/doi/book/10.5555/2107653,10.5555/2107653,Association for Computational Linguistics,dlproceedings
Proceedings of the 2nd Workshop on Computational Models of Social Interactions: Human-Computer-Media Communication,978-1-4503-3747-2,https://dl.acm.org/doi/book/10.1145/2810397,10.1145/2810397,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Context-awareness in Retrieval and Recommendation,978-1-4503-1192-2,https://dl.acm.org/doi/book/10.1145/2162102,10.1145/2162102,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Cyber-Physical Security and Resilience in Smart Grids,978-1-4503-4978-9,https://dl.acm.org/doi/book/10.1145/3055386,10.1145/3055386,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Data Acquisition To Analysis,978-1-4503-6993-0,https://dl.acm.org/doi/book/10.1145/3359427,10.1145/3359427,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Data Mining using Matrices and Tensors,978-1-60558-673-1,https://dl.acm.org/doi/book/10.1145/1581114,10.1145/1581114,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Deep Learning for Recommender Systems,978-1-4503-5353-3,https://dl.acm.org/doi/book/10.1145/3125486,10.1145/3125486,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Experiences in the Design and Implementation of Smart Objects,978-1-4503-4254-4,https://dl.acm.org/doi/book/10.1145/2980147,10.1145/2980147,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on High Performance Computational Finance,978-1-60558-716-5,https://dl.acm.org/doi/book/10.1145/1645413,10.1145/1645413,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Human-In-the-Loop Data Analytics,978-1-4503-5029-7,https://dl.acm.org/doi/book/10.1145/3077257,10.1145/3077257,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on In Situ Infrastructures for Enabling Extreme-scale Analysis and Visualization,978-1-5090-3872-5,https://dl.acm.org/doi/book/10.5555/3018859,10.5555/3018859,IEEE Press,acmconferences
Proceedings of the 2nd Workshop on Large-Scale Distributed Systems and Middleware,978-1-60558-296-2,https://dl.acm.org/doi/book/10.1145/1529974,10.1145/1529974,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Lifelogging Tools and Applications,978-1-4503-5503-2,https://dl.acm.org/doi/book/10.1145/3133202,10.1145/3133202,Association for Computing Machinery,acmconferences
"Proceedings of the 2nd Workshop on Machine Learning for Interactive Systems: Bridging the Gap Between Perception, Action and Communication",978-1-4503-2019-1,https://dl.acm.org/doi/book/10.1145/2493525,10.1145/2493525,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Managing Technical Debt,978-1-4503-0586-0,https://dl.acm.org/doi/book/10.1145/1985362,10.1145/1985362,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Many-Task Computing on Grids and Supercomputers,978-1-60558-714-1,https://dl.acm.org/doi/book/10.1145/1646468,10.1145/1646468,Association for Computing Machinery,acmconferences
"Proceedings of the 2nd Workshop on Micro Aerial Vehicle Networks, Systems, and Applications for Civilian Use",978-1-4503-4405-0,https://dl.acm.org/doi/book/10.1145/2935620,10.1145/2935620,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Middleware for Context-Aware Applications in the IoT,978-1-4503-3731-1,https://dl.acm.org/doi/book/10.1145/2836127,10.1145/2836127,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Middleware for Edge Clouds & Cloudlets,978-1-4503-5171-3,https://dl.acm.org/doi/book/10.1145/3152360,10.1145/3152360,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Mobile Gaming,978-1-4503-3499-0,https://dl.acm.org/doi/book/10.1145/2751496,10.1145/2751496,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Multimedia for Accessible Human Computer Interfaces,978-1-4503-6912-1,https://dl.acm.org/doi/book/10.1145/3347319,10.1145/3347319,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Parallel Programming for Analytics Applications,978-1-4503-3405-1,https://dl.acm.org/doi/book/10.1145/2726935,10.1145/2726935,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Privacy in Geographic Information Collection and Analysis,978-1-4503-3969-8,https://dl.acm.org/doi/book/10.1145/2830834,10.1145/2830834,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Programming for Mobile & Touch,978-1-4503-2295-9,https://dl.acm.org/doi/book/10.1145/2688471,10.1145/2688471,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Refactoring Tools,978-1-60558-339-6,https://dl.acm.org/doi/book/10.1145/1636642,10.1145/1636642,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Scalable and Resilient Infrastructures for Distributed Ledgers,978-1-4503-6110-1,https://dl.acm.org/doi/book/10.1145/3284764,10.1145/3284764,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Semantic Representation of Spoken Language,,https://dl.acm.org/doi/book/10.5555/1626296,10.5555/1626296,Association for Computational Linguistics,dlproceedings
Proceedings of the 2nd Workshop on Smart Energy Grid Security,978-1-4503-3154-8,https://dl.acm.org/doi/book/10.1145/2667190,10.1145/2667190,Association for Computing Machinery,acmconferences
"Proceedings of the 2nd Workshop on Social, Human, and Economic Aspects of Software",978-1-4503-5342-7,https://dl.acm.org/doi/book/10.1145/3098322,10.1145/3098322,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Software Engineering for Sensor Network Applications,978-1-4503-0583-9,https://dl.acm.org/doi/book/10.1145/1988051,10.1145/1988051,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on System Software for Trusted Execution,978-1-4503-5097-6,https://dl.acm.org/doi/book/10.1145/3152701,10.1145/3152701,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Text Meaning and Interpretation,,https://dl.acm.org/doi/book/10.5555/1628275,10.5555/1628275,Association for Computational Linguistics,dlproceedings
"Proceedings of the 2nd Workshop on View-Based, Aspect-Oriented and Orthographic Software Modelling",978-1-4503-2900-2,https://dl.acm.org/doi/book/10.1145/2631675,10.1145/2631675,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd Workshop on Virtual Machines and Intermediate Languages for emerging modularization mechanisms,978-1-60558-384-6,https://dl.acm.org/doi/book/10.1145/1507504,10.1145/1507504,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on Visual Performance Analysis,978-1-4503-4013-7,https://dl.acm.org/doi/book/10.1145/2835238,10.1145/2835238,Association for Computing Machinery,acmconferences
Proceedings of the 2nd Workshop on the Principles and Practice of Consistency for Distributed Data,978-1-4503-4296-4,https://dl.acm.org/doi/book/10.1145/2911151,10.1145/2911151,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd annual ACM SIGGRAPH symposium on User interface software and technology,978-0-89791-335-5,https://dl.acm.org/doi/book/10.1145/73660,10.1145/73660,Association for Computing Machinery,acmconferences
Proceedings of the 2nd annual computer science conference on Program information abstracts,978-1-4503-7381-4,https://dl.acm.org/doi/book/10.1145/800279,10.1145/800279,Association for Computing Machinery,acmconferences
Proceedings of the 2nd annual conference on Computer graphics and interactive techniques,978-1-4503-7354-8,https://dl.acm.org/doi/book/10.1145/563732,10.1145/563732,Association for Computing Machinery,acmconferences
Proceedings of the 2nd annual conference on Information security curriculum development,978-1-59593-261-7,https://dl.acm.org/doi/book/10.1145/1107622,10.1145/1107622,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd annual conference on Mid-south college computing,,https://dl.acm.org/doi/book/10.5555/1041530,10.5555/1041530,Mid-South College Computing Conference,acmotherconferences
Proceedings of the 2nd annual conference on Research in information technology,978-1-4503-2494-6,https://dl.acm.org/doi/book/10.1145/2512209,10.1145/2512209,Association for Computing Machinery,acmconferences
Proceedings of the 2nd annual international ACM SIGIR conference on Information storage and retrieval: information implications into the eighties,978-1-4503-7345-6,https://dl.acm.org/doi/book/10.1145/511706,10.1145/511706,Association for Computing Machinery,acmconferences
Proceedings of the 2nd annual international conference on Mobile computing and networking,978-0-89791-872-5,https://dl.acm.org/doi/book/10.1145/236387,10.1145/236387,Association for Computing Machinery,acmconferences
Proceedings of the 2nd annual international conference on Systems documentation,978-0-89791-129-0,https://dl.acm.org/doi/book/10.1145/800060,10.1145/800060,Association for Computing Machinery,acmconferences
Proceedings of the 2nd annual international workshop on Wireless internet,978-1-59593-510-6,https://dl.acm.org/doi/book/10.1145/1234161,10.1145/1234161,Association for Computing Machinery,acmotherconferences
Proceedings of the 2nd annual symposium on Computer architecture,978-1-4503-7366-1,https://dl.acm.org/doi/book/10.1145/642089,10.1145/642089,Association for Computing Machinery,acmconferences
Proceedings of the 2nd conference on Computing frontiers,978-1-59593-019-4,https://dl.acm.org/doi/book/10.1145/1062261,10.1145/1062261,Association for Computing Machinery,acmconferences
"Proceedings of the 2nd conference on Designing interactive systems: processes, practices, methods, and techniques",978-0-89791-863-3,https://dl.acm.org/doi/book/10.1145/263552,10.1145/263552,Association for Computing Machinery,acmconferences
